The model is build like:

=================================================================
Layer (type:depth-idx)                   Param #
=================================================================
ShockTubeSodPINN                         --
©À©¤FCNet: 1-1                             --
©¦    ©¸©¤Tanh: 2-1                         --
©¦    ©¸©¤Sequential: 2-2                   --
©¦    ©¦    ©¸©¤Linear: 3-1                  90
©¦    ©¦    ©¸©¤Tanh: 3-2                    --
©¦    ©¦    ©¸©¤Linear: 3-3                  930
©¦    ©¦    ©¸©¤Tanh: 3-4                    --
©¦    ©¦    ©¸©¤Linear: 3-5                  930
©¦    ©¦    ©¸©¤Tanh: 3-6                    --
©¦    ©¦    ©¸©¤Linear: 3-7                  930
©¦    ©¦    ©¸©¤Tanh: 3-8                    --
©¦    ©¦    ©¸©¤Linear: 3-9                  930
©¦    ©¦    ©¸©¤Tanh: 3-10                   --
©¦    ©¦    ©¸©¤Linear: 3-11                 930
©¦    ©¦    ©¸©¤Tanh: 3-12                   --
©¦    ©¦    ©¸©¤Linear: 3-13                 930
©¦    ©¦    ©¸©¤Tanh: 3-14                   --
©¦    ©¦    ©¸©¤Linear: 3-15                 93
=================================================================
Total params: 5,763
Trainable params: 5,763
Non-trainable params: 0
=================================================================

Start Train .....


Elapsed [0:00:09], Iteration [200/6000], PINNs/loss: 4.97e-01, PINNs/loss_f: 2.02e-03, PINNs/loss_ic: 2.05e-03

Elapsed [0:00:16], Iteration [400/6000], PINNs/loss: 1.87e-01, PINNs/loss_f: 4.24e-04, PINNs/loss_ic: 2.78e-04

Elapsed [0:00:24], Iteration [600/6000], PINNs/loss: 1.04e-01, PINNs/loss_f: 2.00e-04, PINNs/loss_ic: 8.06e-05

Elapsed [0:00:31], Iteration [800/6000], PINNs/loss: 7.06e-02, PINNs/loss_f: 1.23e-04, PINNs/loss_ic: 3.54e-05

Elapsed [0:00:39], Iteration [1000/6000], PINNs/loss: 1.50e+00, PINNs/loss_f: 4.98e-02, PINNs/loss_ic: 1.62e-02

Elapsed [0:00:46], Iteration [1200/6000], PINNs/loss: 1.10e+00, PINNs/loss_f: 2.45e-02, PINNs/loss_ic: 8.91e-03

Elapsed [0:00:53], Iteration [1400/6000], PINNs/loss: 9.26e-01, PINNs/loss_f: 1.31e-02, PINNs/loss_ic: 6.59e-03

Elapsed [0:01:00], Iteration [1600/6000], PINNs/loss: 7.79e-01, PINNs/loss_f: 6.58e-03, PINNs/loss_ic: 4.87e-03

Elapsed [0:01:07], Iteration [1800/6000], PINNs/loss: 6.73e-01, PINNs/loss_f: 3.91e-03, PINNs/loss_ic: 3.72e-03

Elapsed [0:01:15], Iteration [2000/6000], PINNs/loss: 5.96e-01, PINNs/loss_f: 3.04e-03, PINNs/loss_ic: 2.92e-03
Saved model checkpoints into ./model/shock_tube...

Elapsed [0:01:22], Iteration [2200/6000], PINNs/loss: 5.44e-01, PINNs/loss_f: 2.96e-03, PINNs/loss_ic: 2.40e-03

