The model is build like:

=================================================================
Layer (type:depth-idx)                   Param #
=================================================================
ShockTubeSodPINN                         --
©À©¤FCNet: 1-1                             --
©¦    ©¸©¤Tanh: 2-1                         --
©¦    ©¸©¤Sequential: 2-2                   --
©¦    ©¦    ©¸©¤Linear: 3-1                  90
©¦    ©¦    ©¸©¤Tanh: 3-2                    --
©¦    ©¦    ©¸©¤Linear: 3-3                  930
©¦    ©¦    ©¸©¤Tanh: 3-4                    --
©¦    ©¦    ©¸©¤Linear: 3-5                  930
©¦    ©¦    ©¸©¤Tanh: 3-6                    --
©¦    ©¦    ©¸©¤Linear: 3-7                  930
©¦    ©¦    ©¸©¤Tanh: 3-8                    --
©¦    ©¦    ©¸©¤Linear: 3-9                  930
©¦    ©¦    ©¸©¤Tanh: 3-10                   --
©¦    ©¦    ©¸©¤Linear: 3-11                 930
©¦    ©¦    ©¸©¤Tanh: 3-12                   --
©¦    ©¦    ©¸©¤Linear: 3-13                 930
©¦    ©¦    ©¸©¤Tanh: 3-14                   --
©¦    ©¦    ©¸©¤Linear: 3-15                 93
=================================================================
Total params: 5,763
Trainable params: 5,763
Non-trainable params: 0
=================================================================

Start Train .....


Elapsed [0:00:09], Iteration [200/8000], PINNs/loss: 7.87e-02, PINNs/loss_f: 4.71e-03, PINNs/loss_ic: 7.40e-03

Elapsed [0:00:16], Iteration [400/8000], PINNs/loss: 3.54e-02, PINNs/loss_f: 2.34e-03, PINNs/loss_ic: 3.31e-03

Elapsed [0:00:24], Iteration [600/8000], PINNs/loss: 2.04e-02, PINNs/loss_f: 1.78e-03, PINNs/loss_ic: 1.86e-03

Elapsed [0:00:31], Iteration [800/8000], PINNs/loss: 1.32e-02, PINNs/loss_f: 1.48e-03, PINNs/loss_ic: 1.17e-03

Elapsed [0:00:39], Iteration [1000/8000], PINNs/loss: 8.20e-03, PINNs/loss_f: 8.70e-04, PINNs/loss_ic: 7.33e-04

Elapsed [0:00:46], Iteration [1200/8000], PINNs/loss: 5.40e-03, PINNs/loss_f: 5.41e-04, PINNs/loss_ic: 4.86e-04

Elapsed [0:00:54], Iteration [1400/8000], PINNs/loss: 3.94e-03, PINNs/loss_f: 4.16e-04, PINNs/loss_ic: 3.52e-04

Elapsed [0:01:02], Iteration [1600/8000], PINNs/loss: 3.06e-03, PINNs/loss_f: 3.36e-04, PINNs/loss_ic: 2.73e-04

Elapsed [0:01:09], Iteration [1800/8000], PINNs/loss: 2.48e-03, PINNs/loss_f: 2.78e-04, PINNs/loss_ic: 2.20e-04

Elapsed [0:01:16], Iteration [2000/8000], PINNs/loss: 2.06e-03, PINNs/loss_f: 2.34e-04, PINNs/loss_ic: 1.82e-04
Saved model checkpoints into ./model/shock_tube...

Elapsed [0:01:24], Iteration [2200/8000], PINNs/loss: 1.73e-03, PINNs/loss_f: 2.00e-04, PINNs/loss_ic: 1.53e-04

Elapsed [0:01:31], Iteration [2400/8000], PINNs/loss: 1.48e-03, PINNs/loss_f: 1.74e-04, PINNs/loss_ic: 1.30e-04

Elapsed [0:01:38], Iteration [2600/8000], PINNs/loss: 1.27e-03, PINNs/loss_f: 1.56e-04, PINNs/loss_ic: 1.12e-04

